virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
146015	Elephantid betaherpesvirus 1	Viruses; Herpesvirales; Herpesviridae; Betaherpesvirinae; Proboscivirus	NC_020474				9785	Loxodonta africana	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Afrotheria; Proboscidea; Elephantidae; Loxodonta		UniProt		
146015	Elephantid betaherpesvirus 1	Viruses; Herpesvirales; Herpesviridae; Betaherpesvirinae; Proboscivirus	NC_020474				99490	Loxodonta cyclotis	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Afrotheria; Proboscidea; Elephantidae; Loxodonta		UniProt		
2480175	Elicom virus 1	Viruses; unclassified viruses	NC_040814				55832	Elliptio complanata	Eukaryota; Metazoa; Mollusca; Bivalvia; Palaeoheterodonta; Unionida; Unionoidea; Unionidae; Ambleminae; Elliptio		NCBI Virus, RefSeq		
56486	Elm mottle virus	Viruses; Riboviria; Bromoviridae; Ilarvirus	NC_003568, NC_003569, NC_003570	T40261			63459	Chenopodium quinoa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Caryophyllales; Chenopodiaceae; Chenopodioideae; Atripliceae; Chenopodium		RefSeq		
56486	Elm mottle virus	Viruses; Riboviria; Bromoviridae; Ilarvirus	NC_003568, NC_003569, NC_003570	T40261			172265	Ulmus glabra	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Rosales; Ulmaceae; Ulmus		NCBI Virus, RefSeq		
2020881	Emilia sonchifolia yellow vein Thailand virus	Viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	NC_035473				415160	Emilia sonchifolia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Asteroideae; Senecioneae; Senecioninae; Emilia		NCBI Virus, RefSeq		
498803	Emilia yellow vein virus	Viruses; Geminiviridae; Begomovirus	JQ247188				189211	Crassocephalum crepidioides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Asteroideae; Senecioneae; Senecioninae; Crassocephalum		NCBI Virus, RefSeq		
640136	Emilia yellow vein virus-associated DNA beta	Viruses; Tolecusatellitidae; Betasatellite; unclassified Betasatellite	NC_012666				415160	Emilia sonchifolia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Asteroideae; Senecioneae; Senecioninae; Emilia		NCBI Virus, RefSeq		
498805	Emilia yellow vein virus-[Fz1]	Viruses; Geminiviridae; Begomovirus; Emilia yellow vein virus	NC_010307				415160	Emilia sonchifolia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Asteroideae; Senecioneae; Senecioninae; Emilia		RefSeq		
181082	Emiliania huxleyi virus 86	Viruses; Phycodnaviridae; Coccolithovirus	NC_007346				2903	Emiliania huxleyi	Eukaryota; Haptista; Haptophyta; Isochrysidales; Noelaerhabdaceae; Emiliania	16099989	Literature, NCBI Virus, RefSeq, UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				9505	Aotus trivirgatus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Aotidae; Aotus		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				9567	Mandrillus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				9598	Pan troglodytes	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				9823	Sus scrofa	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				10090	Mus musculus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Muridae; Murinae; Mus; Mus		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				10114	Rattus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Muridae; Murinae		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				38020	marmosets	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates		UniProt		
12104	Encephalomyocarditis virus	Viruses; Riboviria; Picornavirales; Picornaviridae; Cardiovirus; Cardiovirus A	NC_001479				42415	Sigmodon hispidus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Cricetidae; Sigmodontinae; Sigmodon		UniProt		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				4232	Helianthus annuus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Asteroideae; Heliantheae; Helianthus		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				4236	Lactuca sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca		Literature, NCBI Virus		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				13427	Cichorium intybus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Cichoriinae; Cichorium		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				13731	Tragopogon porrifolius	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Scorzonerinae; Tragopogon		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				34245	Zinnia elegans	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Asteroideae; Heliantheae; Zinnia		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				41522	Centaurea cyanus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Carduoideae; Cardueae; Centaureinae; Centaurea		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				41653	Tragopogon pratensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Scorzonerinae; Tragopogon		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				75943	Lactuca serriola	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				75947	Lactuca virosa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				75948	Lactuca saligna	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				99035	Calendula arvensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Asteroideae; Calenduleae; Calendula		Literature		
73423	Endive necrotic mosaic virus	Viruses; Riboviria; Potyviridae; Potyvirus	NC_034273				114280	Cichorium endivia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Asterales; Asteraceae; Cichorioideae; Cichorieae; Cichoriinae; Cichorium		Literature		
240594	Endogenous langur type D retrovirus PO-1-Lu	Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Betaretrovirus; Langur virus	NC_043193										
1472717	Enhydra lutris papillomavirus 1	Viruses; Papillomaviridae; Firstpapillomavirinae; Lambdapapillomavirus; Lambdapapillomavirus 4	NC_023873				1049777	Enhydra lutris nereis	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Enhydra; Enhydra lutris		RefSeq		
1821545	Enseada virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Enseada orthobunyavirus	NC_043612, NC_043613, NC_043614				7174	Culex	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini		RefSeq		
1821545	Enseada virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Enseada orthobunyavirus	NC_043612, NC_043613, NC_043614				53527	Culex	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini; Culex		RefSeq		
64283	Entebbe bat virus	Viruses; Riboviria; Flaviviridae; Flavivirus	NC_008718				9397	Chiroptera	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria		NCBI Virus, RefSeq		
1864622	Enterobacter phage Arya	Viruses; Caudovirales; Myoviridae; Jilinvirus; unclassified Jilinvirus	NC_031048				1676277	Enterobacter sp. CT7	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter		NCBI Virus, RefSeq		
709484	Enterobacter phage CC31	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Karamvirus; Escherichia virus CC31	NC_014662				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	21029436	Literature, RefSeq		
1636313	Enterobacter phage E-2	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	NC_029102				550	Enterobacter cloacae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		NCBI Virus, RefSeq		
1636314	Enterobacter phage E-3	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	NC_028795				550	Enterobacter cloacae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		NCBI Virus, RefSeq		
1636315	Enterobacter phage E-4	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	KP791807				550	Enterobacter cloacae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		NCBI Virus, RefSeq		
942016	Enterobacter phage EcP1	Viruses; Caudovirales; Podoviridae; unclassified Podoviridae	NC_019485				550	Enterobacter cloacae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		NCBI Virus, RefSeq		
2070180	Enterobacter phage Ec_L1	Viruses; Caudovirales; Siphoviridae; Tunavirinae; Eclunavirus; Enterobacter virus EcL1	NC_042122				550	Enterobacter cloacae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		RefSeq		
1150990	Enterobacter phage Enc34	Viruses; Caudovirales; Siphoviridae; Chivirus; unclassified Chivirus	NC_019524				69218	Enterobacter cancerogenus	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		NCBI Virus, RefSeq		
1455074	Enterobacter phage PG7	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Karamvirus; Enterobacter virus PG7	NC_023561				550	Enterobacter cloacae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		RefSeq		
1587520	Enterobacter phage phiEap-1	Viruses; Caudovirales; Podoviridae; Autographivirinae; Przondovirus; unclassified Przondovirus	NC_028772				548	Klebsiella aerogenes	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella		NCBI Virus, RefSeq		
1701257	Enterobacter phage phiEap-2	Viruses; Caudovirales; Siphoviridae; Guernseyvirinae; Cornellvirus; unclassified Cornellvirus	NC_028695				548	Klebsiella aerogenes	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella		NCBI Virus, RefSeq		
1682394	Enterobacter phage phiEap-3	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Slopekvirus; Enterobacter virus Eap3	NC_041980				548	Klebsiella aerogenes	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella		RefSeq		
1147139	Enterobacter phage phiKDA1	Viruses; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae	JQ267518				550	Enterobacter cloacae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex		NCBI Virus, RefSeq		
1864623	Enterobacter phage Tyrion	Viruses; Caudovirales; Podoviridae; Uetakevirus; unclassified Uetakevirus	NC_031077				1676277	Enterobacter sp. CT7	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter		NCBI Virus, RefSeq		
1095076	Enterobacter virus F20	Viruses; Caudovirales; Siphoviridae; Tunavirinae; Webervirus	NC_043469				548	Klebsiella aerogenes	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella		NCBI Virus, RefSeq		
532076	Enterobacteria phage 13a	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	NC_011045				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
254397	Enterobacteria phage 2851	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	FM180578				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
669008	Enterobacteria phage 285P	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	NC_015249				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
1468411	Enterobacteria phage 9g	Viruses; Caudovirales; Siphoviridae; Nonagvirus; Escherichia virus 9g	NC_024146				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
532074	Enterobacteria phage BA14	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	NC_011040				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
196242	Enterobacteria phage BP-4795	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_004813				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
1052121	Enterobacteria phage Bp7	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Dhakavirus; Escherichia virus Bp7	NC_019500				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1206313	Enterobacteria phage C-1 INW-2012	Viruses; Riboviria; Leviviridae; Levivirus; unclassified Levivirus	NC_019920				543	Enterobacteriaceae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales		NCBI Virus, RefSeq		
414970	Enterobacteria phage cdtI	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_009514				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
539221	Enterobacteria phage CUS-3	Viruses; Caudovirales; Podoviridae; Lederbergvirus; unclassified Lederbergvirus	CP000711				439184	Escherichia coli RS218	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
1567007	Enterobacteria phage DT571/2	Viruses; Caudovirales; Siphoviridae; Tequintavirus; unclassified Tequintavirus	KM979355				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
532075	Enterobacteria phage EcoDS1	Viruses; Caudovirales; Podoviridae; Autographivirinae; Teseptimavirus; unclassified Teseptimavirus	NC_011042				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
101570	Enterobacteria phage ES18	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_006949				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		NCBI Virus, RefSeq		
10863	Enterobacteria phage f1	Viruses; Inoviridae; Inovirus; Escherichia virus M13	GQ153919, J02448, JF719732, JF719733, JF719734				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt		
10864	Enterobacteria phage fd	Viruses; Inoviridae; Inovirus; unclassified Inovirus	NC_025824				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt		
10864	Enterobacteria phage fd	Viruses; Inoviridae; Inovirus; unclassified Inovirus	NC_025824				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		NCBI Virus		
1357825	Enterobacteria phage fiAA91-ss	Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; Escherichia virus fiAA91ss	NC_022750				624	Shigella sonnei	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella				
1357825	Enterobacteria phage fiAA91-ss	Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; Escherichia virus fiAA91ss	NC_022750				83334	Escherichia coli O157:H7	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1340813	Enterobacteria phage FL68 Tallahassee/FL/2012	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus Talmos	KF044309				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1340814	Enterobacteria phage FL76 Tallahassee/FL/2012	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus Talmos	KF044310				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
12017	Enterobacteria phage fr	Viruses; Riboviria; Leviviridae; Levivirus; Escherichia virus MS2	X15031				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt		
12018	Enterobacteria phage GA	Viruses; Riboviria; Leviviridae; Levivirus; Escherichia virus BZ13	X03869				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt		
1222338	Enterobacteria phage GEC-3S	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus GEC3S	NC_025425				1038927	Escherichia coli O104:H4	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1206300	Enterobacteria phage Hgal1	Viruses; Riboviria; Leviviridae; Levivirus; unclassified Levivirus	NC_019922				543	Enterobacteriaceae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales		NCBI Virus, RefSeq		
432198	Enterobacteria phage HK106	Viruses; Caudovirales; Siphoviridae; Hendrixvirus; Escherichia virus HK106	NC_019768				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1147143	Enterobacteria phage HK140	Viruses; Caudovirales; Siphoviridae; Hendrixvirus; unclassified Hendrixvirus	NC_019710				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
1147144	Enterobacteria phage HK225	Viruses; Caudovirales; Siphoviridae; Ravinvirus; unclassified Ravinvirus	NC_019717				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
338111	Enterobacteria phage ID1	Viruses; Microviridae; Bullavirinae; Sinsheimervirus; unclassified Sinsheimervirus; Enterobacteria phage phiX174 sensu lato	DQ079880				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
310953	Enterobacteria phage ID11	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus G4	AY751298				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
338136	Enterobacteria phage ID12	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus G4	DQ079905				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
384642	Enterobacteria phage ID18	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus G4	DQ079908				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
489829	Enterobacteria phage ID18 sensu lato	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus G4	NC_007856				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1273714	Enterobacteria phage ID204 Moscow/ID	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus Talmos	KC237308				498388	Escherichia coli C	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
338112	Enterobacteria phage ID22	Viruses; Microviridae; Bullavirinae; Sinsheimervirus; unclassified Sinsheimervirus; Enterobacteria phage phiX174 sensu lato	DQ079881				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
338113	Enterobacteria phage ID34	Viruses; Microviridae; Bullavirinae; Sinsheimervirus; unclassified Sinsheimervirus; Enterobacteria phage phiX174 sensu lato	DQ079882				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
338134	Enterobacteria phage ID41	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus G4	DQ079903				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
338114	Enterobacteria phage ID45	Viruses; Microviridae; Bullavirinae; Sinsheimervirus; unclassified Sinsheimervirus; Enterobacteria phage phiX174 sensu lato	DQ079883				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
338129	Enterobacteria phage ID8	Viruses; Microviridae; Bullavirinae; Gequatrovirus; Escherichia virus G4	DQ079898				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria				
10868	Enterobacteria phage If1	Viruses; Inoviridae; Escherichia virus If1	NC_001954				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt		
10867	Enterobacteria phage Ike	Viruses; Inoviridae; Lineavirus; Salmonella virus IKe	NC_002014				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt		
697227	Enterobacteria phage IME08	Viruses; Caudovirales; Myoviridae; Tevenvirinae; Dhakavirus; Escherichia virus IME08	NC_014260				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1090133	Enterobacteria phage IME10	Viruses; Caudovirales; Podoviridae; Lederbergvirus; unclassified Lederbergvirus	NC_019501				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
1414766	Enterobacteria phage IME_EC2	Viruses; Caudovirales; Podoviridae; unclassified Podoviridae	KF591601				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus, RefSeq		
1536597	Enterobacteria phage J8-65	Viruses; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae	NC_025445				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		NCBI Virus		
1536597	Enterobacteria phage J8-65	Viruses; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae	NC_025445				83333	Escherichia coli K-12	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
1610836	Enterobacteria phage JenK1	Viruses; Caudovirales; Siphoviridae; Nonagvirus; Escherichia virus JenK1	NC_029021				83333	Escherichia coli K-12	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq		
