Taxonomy ID	Definition	Taxonomy LINEAGE	Keywords	Disease	Comment	Reference
59374	Fibrobacter succinogenes subsp. succinogenes S85	Bacteria; Fibrobacteres; Fibrobacterales; Fibrobacteraceae; Fibrobacter				AUTHORS:Suen G, Weimer PJ, Stevenson DM, Aylward FO, Boyum J, Deneke J, Drinkwater C, Ivanova NN, Mikhailova N, Chertkov O, et al., TITLE:The complete genome sequence of Fibrobacter succinogenes S85 reveals a cellulolytic and metabolic specialist., JOURNAL:PLoS One 6:e18814 (2011)
481743	Paenibacillus sp. Y412MC10	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus			Isolated from Obsidian Hot Spring, Yellowstone National Park, Montana, USA.	AUTHORS:Mead DA, Lucas S, Copeland A, Lapidus A, Cheng JF, Bruce DC, Goodwin LA, Pitluck S, Chertkov O, Zhang X, et al., TITLE:Complete Genome Sequence of Paenibacillus strain Y4.12MC10, a Novel Paenibacillus lautus strain Isolated from Obsidian Hot Spring in Yellowstone National Park., JOURNAL:Stand Genomic Sci 6:381-400 (2012)
544556	Geobacillus sp. Y412MC61	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; unclassified Geobacillus				
526226	Gordonia bronchialis DSM 43247	Bacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia	Human pathogen	Gordonia bronchialis infection	Isolated from the sputum of a patient with pulmonary disease.	AUTHORS:Ivanova N, Sikorski J, Jando M, Lapidus A, Nolan M, Lucas S, Del Rio TG, Tice H, Copeland A, Cheng JF, et al., TITLE:Complete genome sequence of Gordonia bronchialis type strain (3410)., JOURNAL:Stand Genomic Sci 2:19-28 (2010)
502025	Haliangium ochraceum DSM 14365	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Nannocystineae; Kofleriaceae; Haliangium			Isolated from a dry Laminariales seaweed sample collected from a sandy beach of the Miura Peninsula, Japan.	AUTHORS:Ivanova N, Daum C, Lang E, Abt B, Kopitz M, Saunders E, Lapidus A, Lucas S, Glavina Del Rio T, Nolan M, et al., TITLE:Complete genome sequence of Haliangium ochraceum type strain (SMP-2)., JOURNAL:Stand Genomic Sci 2:96-106 (2010)
555778	Halothiobacillus neapolitanus c2	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Halothiobacillaceae; Halothiobacillus				
579137	Methanocaldococcus vulcanius M7	Archaea; Euryarchaeota; Methanomada group; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus	Autotrophic methanogen			
561231	Pectobacterium parmentieri WPP163 (Pectobacterium wasabiae WPP163)	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium	Plant pathogen			
150340	Vibrio antiquarius EX25	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio diabolicus subgroup				
31271	Plasmodium chabaudi chabaudi	Eukaryota; Sar; Alveolata; Apicomplexa; Aconoidasida; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Vinckeia)	Animal pathogen		Rodent malaria parasite.	AUTHORS:Hall N, Karras M, Raine JD, Carlton JM, Kooij TW, Berriman M, Florens L, Janssen CS, Pain A, Christophides GK, et al., TITLE:A comprehensive survey of the Plasmodium life cycle by genomic, transcriptomic, and proteomic analyses., JOURNAL:Science 307:82-6 (2005)
363952	Comamonas thiooxydans CNB-1 (Comamonas testosteroni CNB-2)	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas			Capable of mineralizing complex and xenobiotic compounds, such as testosterone and 4-chloronitrobenzene (CNB).; Derived from strain CNB-1.	AUTHORS:Ma YF, Zhang Y, Zhang JY, Chen DW, Zhu Y, Zheng H, Wang SY, Jiang CY, Zhao GP, Liu SJ, TITLE:The complete genome of Comamonas testosteroni reveals its genetic adaptations to changing environments., JOURNAL:Appl Environ Microbiol 75:6812-9 (2009)
622759	Zymomonas mobilis subsp. mobilis NCIMB 11163	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Zymomonas				AUTHORS:Kouvelis VN, Saunders E, Brettin TS, Bruce D, Detter C, Han C, Typas MA, Pappas KM, TITLE:Complete genome sequence of the ethanol producer Zymomonas mobilis NCIMB 11163., JOURNAL:J Bacteriol 191:7140-1 (2009)
5823	Plasmodium berghei ANKA	Eukaryota; Sar; Alveolata; Apicomplexa; Aconoidasida; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Vinckeia)	Animal pathogen		Rodent malaria parasite.	AUTHORS:Otto TD, Bohme U, Jackson AP, Hunt M, Franke-Fayard B, Hoeijmakers WA, Religa AA, Robertson L, Sanders M, Ogun SA, et al., TITLE:A comprehensive evaluation of rodent malaria parasite genomes and gene expression., JOURNAL:BMC Biol 12:86 (2014)
435258	Leishmania infantum JPCM5	Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Trypanosomatida; Trypanosomatidae; Leishmaniinae; Leishmania	Human pathogen	Leishmaniasis	Presents in Africa, Europe and Asia.; Causes visceral leishmaniasis.; Isolated from a naturally infected dog.	AUTHORS:Peacock CS, Seeger K, Harris D, Murphy L, Ruiz JC, Quail MA, Peters N, Adlem E, Tivey A, Aslett M, et al., TITLE:Comparative genomic analysis of three Leishmania species that cause diverse human disease., JOURNAL:Nat Genet 39:839-47 (2007)
420245	Leishmania braziliensis MHOM/BR/75/M2904	Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Trypanosomatida; Trypanosomatidae; Leishmaniinae; Leishmania; Leishmania braziliensis species complex	Human pathogen	Leishmaniasis	Causative agent of mucocutaneous leishmaniasis.; Isolated by direct culture from a lesion on the right side of the thorax of a man who had been performing survey work in Serra dos Caraja's, Brazilian Amazonia.	AUTHORS:Peacock CS, Seeger K, Harris D, Murphy L, Ruiz JC, Quail MA, Peters N, Adlem E, Tivey A, Aslett M, et al., TITLE:Comparative genomic analysis of three Leishmania species that cause diverse human disease., JOURNAL:Nat Genet 39:839-47 (2007)
246410	Coccidioides immitis RS	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Onygenales incertae sedis; Coccidioides	Human pathogen, Animal pathogen	Coccidioidomycosis	Primary pathogen of immunocompetent mammals, including humans.; Environmentally acquired, dimorphic pathogen.; Causal agent of coccidioidomycosis or "Valley fever".	AUTHORS:Sharpton TJ, Stajich JE, Rounsley SD, Gardner MJ, Wortman JR, Jordar VS, Maiti R, Kodira CD, Neafsey DE, Zeng Q, et al., TITLE:Comparative genomic analyses of the human fungal pathogens Coccidioides and their relatives., JOURNAL:Genome Res 19:1722-31 (2009)
294747	Candida tropicalis MYA-3404	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	Human pathogen	Candidiasis	Commonly associated with neutropenia and malignancy.; Diploid species.; Never observed to mate.	AUTHORS:Butler G, Rasmussen MD, Lin MF, Santos MA, Sakthikumar S, Munro CA, Rheinbay E, Grabherr M, Forche A, Reedy JL, et al., TITLE:Evolution of pathogenicity and sexual reproduction in eight Candida genomes., JOURNAL:Nature 459:657-62 (2009)
379508	Lodderomyces elongisporus NRRL YB-4239	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Candida/Lodderomyces clade; Lodderomyces			Diploid species.; Described as sexual and homothallic (self-mating).	AUTHORS:Butler G, Rasmussen MD, Lin MF, Santos MA, Sakthikumar S, Munro CA, Rheinbay E, Grabherr M, Forche A, Reedy JL, et al., TITLE:Evolution of pathogenicity and sexual reproduction in eight Candida genomes., JOURNAL:Nature 459:657-62 (2009)
559295	Lachancea thermotolerans CBS 6340 (Kluyveromyces thermotolerans CBS 6340)	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Lachancea				AUTHORS:Souciet JL, Dujon B, Gaillardin C, Johnston M, Baret PV, Cliften P, Sherman DJ, Weissenbach J, Westhof E, Wincker P, et al., TITLE:Comparative genomics of protoploid Saccharomycetaceae., JOURNAL:Genome Res 19:1696-709 (2009)
559307	Zygosaccharomyces rouxii CBS 732	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Zygosaccharomyces			Osmo- and halotolerant species.; Used in some fermentation processes.; Capable of growing on high concentrations of salt and/or sugar.	AUTHORS:Souciet JL, Dujon B, Gaillardin C, Johnston M, Baret PV, Cliften P, Sherman DJ, Weissenbach J, Westhof E, Wincker P, et al., TITLE:Comparative genomics of protoploid Saccharomycetaceae., JOURNAL:Genome Res 19:1696-709 (2009)
518766	Rhodothermus marinus DSM 4252	Bacteria; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Rhodothermus			Isolated from submarine alkaline hot spring off coast of Iceland.	AUTHORS:Nolan M, Tindall BJ, Pomrenke H, Lapidus A, Copeland A, Glavina Del Rio T, Lucas S, Chen F, Tice H, Cheng JF, et al., TITLE:Complete genome sequence of Rhodothermus marinus type strain (R-10)., JOURNAL:Stand Genomic Sci 1:283-90 (2009)
633699	Lactobacillus johnsonii FI9785	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus				AUTHORS:Wegmann U, Overweg K, Horn N, Goesmann A, Narbad A, Gasson MJ, Shearman C, TITLE:Complete genome sequence of Lactobacillus johnsonii FI9785, a competitive exclusion agent against pathogens in poultry., JOURNAL:J Bacteriol 191:7142-3 (2009)
498217	Edwardsiella tarda EIB202	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	Fish pathogen		Etiologic agent of edwardsiellosis, a fish disease.; Isolated from a recent outbreak in farmed turbot in Shandong province of China.	AUTHORS:Wang Q, Yang M, Xiao J, Wu H, Wang X, Lv Y, Xu L, Zheng H, Wang S, Zhao G, et al., TITLE:Genome sequence of the versatile fish pathogen Edwardsiella tarda provides insights into its adaptation to broad host ranges and intracellular niches., JOURNAL:PLoS One 4:e7646 (2009)
347256	Mycoplasma hominis ATCC 23114	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma	Human pathogen	Non-chlamydial non-gonococcal urethritis	Opportunistic human pathogen.; Causes pelvic inflammatory disease and postpartum or postabortion fevers, and has been associated with bacterial vaginosis.; In newborns, it can cause pneumonia, meningitis or abscesses.	AUTHORS:Pereyre S, Sirand-Pugnet P, Beven L, Charron A, Renaudin H, Barre A, Avenaud P, Jacob D, Couloux A, Barbe V, et al., TITLE:Life on arginine for Mycoplasma hominis: clues from its minimal genome and comparison with other human urogenital mycoplasmas., JOURNAL:PLoS Genet 5:e1000677 (2009)
526218	Sebaldella termitidis ATCC 33386	Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Sebaldella			First isolated from posterior intestinal content of Reticulitermes lucifugus (Mediterranean termites).	AUTHORS:Harmon-Smith M, Celia L, Chertkov O, Lapidus A, Copeland A, Glavina Del Rio T, Nolan M, Lucas S, Tice H, Cheng JF, et al., TITLE:Complete genome sequence of Sebaldella termitidis type strain (NCTC 11300)., JOURNAL:Stand Genomic Sci 2:220-7 (2010)
681288	Staphylococcus aureus subsp. aureus ED98	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Animal pathogen		Poultry pathogen, isolated from a broiler chicken with skeletal infection in Northern Ireland during 1996-1997.	AUTHORS:Lowder BV, Guinane CM, Ben Zakour NL, Weinert LA, Conway-Morris A, Cartwright RA, Simpson AJ, Rambaut A, Nubel U, Fitzgerald JR, TITLE:Recent human-to-poultry host jump, adaptation, and pandemic spread of Staphylococcus aureus., JOURNAL:Proc Natl Acad Sci U S A 106:19545-19550 (2009)
519441	Streptobacillus moniliformis DSM 12112	Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Streptobacillus	Human pathogen	Rat-bite fever	Isolated from a patient with rat bite fever in France. The etiologic agent of rat bite fever and Haverhill fever.	AUTHORS:Nolan M, Gronow S, Lapidus A, Ivanova N, Copeland A, Lucas S, Del Rio TG, Chen F, Tice H, Pitluck S, et al., TITLE:Complete genome sequence of Streptobacillus moniliformis type strain (9901)., JOURNAL:Stand Genomic Sci 1:300-7 (2009)
525898	Sulfurospirillum deleyianum DSM 6946	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Sulfurospirillum			Isolated from anoxic mud of a forest pond near Heinigen, Braunschweig area, Germany.	AUTHORS:Sikorski J, Lapidus A, Copeland A, Glavina Del Rio T, Nolan M, Lucas S, Chen F, Tice H, Cheng JF, Saunders E, et al., TITLE:Complete genome sequence of Sulfurospirillum deleyianum type strain (5175)., JOURNAL:Stand Genomic Sci 2:149-57 (2010)
471852	Thermomonospora curvata DSM 43183	Bacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Thermomonospora			Isolated from municipal refuse compost samples.	AUTHORS:Chertkov O, Sikorski J, Nolan M, Lapidus A, Lucas S, Del Rio TG, Tice H, Cheng JF, Goodwin L, Pitluck S, et al., TITLE:Complete genome sequence of Thermomonospora curvata type strain (B9)., JOURNAL:Stand Genomic Sci 4:13-22 (2011)
479434	Sphaerobacter thermophilus DSM 20745	Bacteria; Chloroflexi; Sphaerobacteridae; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; Sphaerobacter			Originally isolated from thermal treated municipal sewage sludge from Munchen Grosslappen, Germany.	AUTHORS:Pati A, Labutti K, Pukall R, Nolan M, Glavina Del Rio T, Tice H, Cheng JF, Lucas S, Chen F, Copeland A, et al., TITLE:Complete genome sequence of Sphaerobacter thermophilus type strain (S 6022)., JOURNAL:Stand Genomic Sci 2:49-56 (2010)
525903	Thermanaerovibrio acidaminovorans DSM 6589	Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae; Thermanaerovibrio			Moderately thermophilic and strictly anaerobic for growth.; Capable of fermenting quite a number of amino acids.; The growth and the substrate conversion are strongly enhanced by co-cultivation with methanogens.; Grows lithoheterotrophically with H2 as electron donor, S0 as electron acceptor, and yeast extract as carbon source.; Isolated from sludge sample taken from an upflow anaerobic sludge bed (UASB) reactor of a sugar refinery in The Netherlands.	AUTHORS:Chovatia M, Sikorski J, Schroder M, Lapidus A, Nolan M, Tice H, Glavina Del Rio T, Copeland A, Cheng JF, Lucas S, et al., TITLE:Complete genome sequence of Thermanaerovibrio acidaminovorans type strain (Su883)., JOURNAL:Stand Genomic Sci 1:254-61 (2009)
479436	Veillonella parvula DSM 2008	Bacteria; Firmicutes; Negativicutes; Veillonellales; Veillonellaceae; Veillonella			Isolated from the human intestinal tract.	AUTHORS:Gronow S, Welnitz S, Lapidus A, Nolan M, Ivanova N, Glavina Del Rio T, Copeland A, Chen F, Tice H, Pitluck S, et al., TITLE:Complete genome sequence of Veillonella parvula type strain (Te3)., JOURNAL:Stand Genomic Sci 2:57-65 (2010)
6945	Ixodes scapularis (black-legged tick)	Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes				
336963	Uncinocarpus reesii 1704	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Onygenaceae; Uncinocarpus			Nonpathogenic fungus.	AUTHORS:Sharpton TJ, Stajich JE, Rounsley SD, Gardner MJ, Wortman JR, Jordar VS, Maiti R, Kodira CD, Neafsey DE, Zeng Q, et al., TITLE:Comparative genomic analyses of the human fungal pathogens Coccidioides and their relatives., JOURNAL:Genome Res 19:1722-31 (2009)
574556	Anaplasma centrale Israel	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Anaplasma	Vaccine strain for animal		Naturally attenuated subtype of Anaplasma marginale that has been used as a vaccine for a century.	AUTHORS:Herndon DR, Palmer GH, Shkap V, Knowles DP Jr, Brayton KA, TITLE:Complete genome sequence of Anaplasma marginale subsp. centrale., JOURNAL:J Bacteriol 192:379-80 (2010)
525904	Thermobaculum terrenum ATCC BAA-798	Bacteria; Thermobaculum			Acid tolerant, extremely thermophilic species.; Isolated from a slightly acidic 65 deg C extreme thermal soil in small depression site in Yellowstone National Park, Wyoming, USA.	AUTHORS:Kiss H, Cleland D, Lapidus A, Lucas S, Del Rio TG, Nolan M, Tice H, Han C, Goodwin L, Pitluck S, et al., TITLE:Complete genome sequence of 'Thermobaculum terrenum' type strain (YNP1)., JOURNAL:Stand Genomic Sci 3:153-62 (2010)
446471	Xylanimonas cellulosilytica DSM 15894	Bacteria; Actinobacteria; Micrococcales; Promicromonosporaceae; Xylanimonas			Isolated from a decayed tree, Ulmus nigra, in Salamanca, Spain.	AUTHORS:Foster B, Pukall R, Abt B, Nolan M, Glavina Del Rio T, Chen F, Lucas S, Tice H, Pitluck S, Cheng JF, et al., TITLE:Complete genome sequence of Xylanimonas cellulosilytica type strain (XIL07)., JOURNAL:Stand Genomic Sci 2:1-8 (2010)
311424	Dehalococcoides mccartyi VS	Bacteria; Chloroflexi; Dehalococcoidia; Dehalococcoidales; Dehalococcoidaceae; Dehalococcoides			Capable of respiring vinyl chloride.	AUTHORS:McMurdie PJ, Behrens SF, Muller JA, Goke J, Ritalahti KM, Wagner R, Goltsman E, Lapidus A, Holmes S, Loffler FE, Spormann AM, TITLE:Localized plasticity in the streamlined genomes of vinyl chloride respiring Dehalococcoides., JOURNAL:PLoS Genet 5:e1000714 (2009)
479432	Streptosporangium roseum DSM 43021	Bacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Streptosporangium			Isolated from vegetable garden soil.	AUTHORS:Nolan M, Sikorski J, Jando M, Lucas S, Lapidus A, Glavina Del Rio T, Chen F, Tice H, Pitluck S, Cheng JF, et al., TITLE:Complete genome sequence of Streptosporangium roseum type strain (NI 9100)., JOURNAL:Stand Genomic Sci 2:29-37 (2010)
590409	Dickeya zeae Ech586	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya	Plant pathogen			
590168	Thermotoga naphthophila RKU-10	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga				
573826	Candida dubliniensis CD36	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Candida/Lodderomyces clade; Candida	Human pathogen	Candidiasis	Less virulent than Candida albicans.	AUTHORS:Jackson AP, Gamble JA, Yeomans T, Moran GP, Saunders D, Harris D, Aslett M, Barrell JF, Butler G, Citiulo F, et al., TITLE:Comparative genomics of the fungal pathogens Candida dubliniensis and Candida albicans., JOURNAL:Genome Res 19:2231-44 (2009)
684738	Lactococcus lactis subsp. lactis KF147	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus			Isolated from mung bean sprouts.	AUTHORS:Siezen RJ, Bayjanov J, Renckens B, Wels M, van Hijum SA, Molenaar D, van Hylckama Vlieg JE, TITLE:Complete genome sequence of Lactococcus lactis subsp. lactis KF147, a plant-associated lactic acid bacterium., JOURNAL:J Bacteriol 192:2649-50 (2010)
304371	Methanocella paludicola SANAE	Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanocellales; Methanocellaceae; Methanocella			Mesophilic, hydrogenotrophic methanogen.; Isolated from a rice paddy soil at Nagaoka, Niigata, Japan.	AUTHORS:Sakai S, Imachi H, Hanada S, Ohashi A, Harada H, Kamagata Y, TITLE:Methanocella paludicola gen. nov., sp. nov., a methane-producing archaeon, the first isolate of the lineage 'Rice Cluster I', and proposal of the new archaeal order Methanocellales ord. nov., JOURNAL:Int J Syst Evol Microbiol 58:929-36 (2008)
401473	Bifidobacterium dentium Bd1	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium			Originally isolated from human dental caries.	AUTHORS:Ventura M, Turroni F, Zomer A, Foroni E, Giubellini V, Bottacini F, Canchaya C, Claesson MJ, He F, Mantzourani M, et al., TITLE:The Bifidobacterium dentium Bd1 genome sequence reflects its genetic adaptation to the human oral cavity., JOURNAL:PLoS Genet 5:e1000785 (2009)
680646	Rothia mucilaginosa DY-18	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia				
637910	Citrobacter rodentium ICC168	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	Animal pathogen		Causes colitis and transmissible colonic hyperplasia in mice.	AUTHORS:Petty NK, Bulgin R, Crepin VF, Cerdeno-Tarraga AM, Schroeder GN, Quail MA, Lennard N, Corton C, Barron A, Clark L, et al., TITLE:The Citrobacter rodentium genome sequence reveals convergent evolution with human pathogenic Escherichia coli., JOURNAL:J Bacteriol 192:525-38 (2010)
553190	Gardnerella vaginalis 409-05	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Gardnerella			Isolated from a healthy, asymptomatic individual with a Nugent score of 9.	AUTHORS:Yeoman CJ, Yildirim S, Thomas SM, Durkin AS, Torralba M, Sutton G, Buhay CJ, Ding Y, Dugan-Rocha SP, Muzny DM, et al., TITLE:Comparative genomics of Gardnerella vaginalis strains reveals substantial differences in metabolic and virulence potential., JOURNAL:PLoS One 5:e12411 (2010)
530564	Pirellula staleyi DSM 6068	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae; Pirellula			Isolated from the freshwater Lake Lansing, Michigan, USA in early 1970s.	AUTHORS:Clum A, Tindall BJ, Sikorski J, Ivanova N, Mavrommatis K, Lucas S, Glavina T, Del Rio, Nolan M, Chen F, et al., TITLE:Complete genome sequence of Pirellula staleyi type strain (ATCC 27377)., JOURNAL:Stand Genomic Sci 1:308-16 (2009)
344612	Aspergillus clavatus NRRL 1	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Aspergillus subgen. Fumigati	Human pathogen, Animal pathogen	Extrinsic allergic alveolitis, Aspergillosis	Allergen and the causative agent of extrinsic allergic alveolitis known as malt worker's lung.; Produces a number of mycotoxins.; Associates with neurotoxicosis in sheep and cattle fed infected grain worldwide.	AUTHORS:Fedorova ND, Khaldi N, Joardar VS, Maiti R, Amedeo P, Anderson MJ, Crabtree J, Silva JC, Badger JH, Albarraq A, et al., TITLE:Genomic islands in the pathogenic filamentous fungus Aspergillus fumigatus., JOURNAL:PLoS Genet 4:e1000046 (2008)
306902	Clavispora lusitaniae ATCC 42720	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Metschnikowiaceae; Clavispora	Human pathogen	Candidiasis	Haploid emerging pathogen.; Heterothallic (cross-mating only) and has a complete sexual cycle.	AUTHORS:Butler G, Rasmussen MD, Lin MF, Santos MA, Sakthikumar S, Munro CA, Rheinbay E, Grabherr M, Forche A, Reedy JL, et al., TITLE:Evolution of pathogenicity and sexual reproduction in eight Candida genomes., JOURNAL:Nature 459:657-62 (2009)
294746	Meyerozyma guilliermondii (Pichia guilliermondii) ATCC 6260	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Meyerozyma	Human pathogen	Candidiasis	Haploid emerging pathogen.; Heterothallic (cross-mating only) and has a complete sexual cycle.	AUTHORS:Butler G, Rasmussen MD, Lin MF, Santos MA, Sakthikumar S, Munro CA, Rheinbay E, Grabherr M, Forche A, Reedy JL, et al., TITLE:Evolution of pathogenicity and sexual reproduction in eight Candida genomes., JOURNAL:Nature 459:657-62 (2009)
591001	Acidaminococcus fermentans DSM 20731	Bacteria; Firmicutes; Negativicutes; Acidaminococcales; Acidaminococcaceae; Acidaminococcus	Animal pathogen, Human pathogen		Anaerobic, nonsporulating, nonmotile, chemoorganotrophic and mesophilic coccus.; Thrives mainly by glutamate fermentation via the 2-hydroxyglutarate pathway in the intestinal tract of homeothermic animals, utilizing glutamate, citrate, and trans-aconitate as sole energy sources, in the presence of sodium.; Ammonia, acetate, butyrate, and hydrogen are the main end products of growth.; Isolated from a pig alimentary tract.	AUTHORS:Chang YJ, Pukall R, Saunders E, Lapidus A, Copeland A, Nolan M, Glavina Del Rio T, Lucas S, Chen F, Tice H, et al., TITLE:Complete genome sequence of Acidaminococcus fermentans type strain (VR4)., JOURNAL:Stand Genomic Sci 3:1-14 (2010)
572546	Archaeoglobus profundus DSM 5631	Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Archaeoglobus	Dissimilatory sulfate reduction		Hyperthermophilic, mixotrophic archaeon.; Capable of producing H2S under strictly anaerobic conditions with hydrogen as an essential energy source and sulfate, thiosulfate and sulfite as electron acceptors.; Isolated from a deep sea hot vent area (depth: 2000 m) at Guaymas, Mexico.	AUTHORS:von Jan M, Lapidus A, Del Rio TG, Copeland A, Tice H, Cheng JF, Lucas S, Chen F, Nolan M, Goodwin L, et al., TITLE:Complete genome sequence of Archaeoglobus profundus type strain (AV18)., JOURNAL:Stand Genomic Sci 2:327-46 (2010)
469383	Conexibacter woesei DSM 14684	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Conexibacteraceae; Conexibacter			Originally isolated from temperate forest soil in Gerenzano, Italy.	AUTHORS:Pukall R, Lapidus A, Glavina Del Rio T, Copeland A, Tice H, Cheng JF, Lucas S, Chen F, Nolan M, Bruce D, et al., TITLE:Complete genome sequence of Conexibacter woesei type strain (ID131577)., JOURNAL:Stand Genomic Sci 2:212-9 (2010)
543526	Haloterrigena turkmenica DSM 5511	Archaea; Euryarchaeota; Stenosarchaea group; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena			Isolated from sulfate saline soil in Turkmenistan, is a relatively fast growing.; Chemoorganotrophic, carotenoid-containing, extreme halophile.	AUTHORS:Saunders E, Tindall BJ, Fahnrich R, Lapidus A, Copeland A, Del Rio TG, Lucas S, Chen F, Tice H, Cheng JF, et al., TITLE:Complete genome sequence of Haloterrigena turkmenica type strain (4k)., JOURNAL:Stand Genomic Sci 2:107-16 (2010)
479435	Kribbella flavida DSM 17836	Bacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Kribbella			Originally isolated from soil in Beijing, China.	AUTHORS:Pukall R, Lapidus A, Glavina Del Rio T, Copeland A, Tice H, Cheng JF, Lucas S, Chen F, Nolan M, Labutti K, et al., TITLE:Complete genome sequence of Kribbella flavida type strain (IFO 14399)., JOURNAL:Stand Genomic Sci 2:186-93 (2010)
504472	Spirosoma linguale DSM 74	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma				AUTHORS:Lail K, Sikorski J, Saunders E, Lapidus A, Glavina Del Rio T, Copeland A, Tice H, Cheng JF, Lucas S, Nolan M, et al., TITLE:Complete genome sequence of Spirosoma linguale type strain (1)., JOURNAL:Stand Genomic Sci 2:176-85 (2010)
653938	Listeria monocytogenes 08-5578 (serotype 1/2a)	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria	Human pathogen, Animal pathogen	Listeriosis	Isolated from a human blood specimen associated with the listeriosis outbreaks in Canada in 2008.	AUTHORS:Gilmour MW, Graham M, Van Domselaar G, Tyler S, Kent H, Trout-Yakel KM, Larios O, Allen V, Lee B, Nadon C, TITLE:High-throughput genome sequencing of two Listeria monocytogenes clinical isolates during a large foodborne outbreak., JOURNAL:BMC Genomics 11:120 (2010)
